doi,issue,journal.id,journal.title,title,type,volume,year,open_access_types
10.1002/2015gb005308,4,jour.1026229,Global Biogeochemical Cycles,When can ocean acidification impacts be detected from decadal alkalinity measurements?,article,30,2016,Hybrid
10.1111/1758-2229.12368,2,jour.1041190,Environmental Microbiology Reports,"Hydrogen and thiosulfate limits for growth of a thermophilic, autotrophic Desulfurobacterium species from a deep‐sea hydrothermal vent",article,8,2016,"Green, Accepted"
10.1002/2015wr018185,4,jour.1081604,Water Resources Research,"Fully coupled atmospheric‐hydrological modeling at regional and long‐term scales: Development, application, and analysis of WRF‐HMS",article,52,2016,Hybrid
10.1002/ece3.2031,8,jour.1045551,Ecology and Evolution,Assessing spatial covariance among time series of abundance,article,6,2016,Pure Gold
10.1038/ncomms10581,1,jour.1043282,Nature Communications,Near-island biological hotspots in barren ocean basins,article,7,2016,Pure Gold
10.1016/j.atmosenv.2015.06.027,J. Geophys. Res. 97 1992,jour.1132096,Atmospheric Environment,Chemical characterization of secondary organic aerosol constituents from isoprene ozonolysis in the presence of acidic aerosol,article,130,2016,Bronze
10.1016/j.envsoft.2016.01.001,,jour.1134509,Environmental Modelling & Software,Visualization workflows for level-12 HUC scales: Towards an expert system for watershed analysis in a distributed computing environment,article,78,2016,Bronze
10.1175/jcli-d-15-0224.1,8,jour.1312082,Journal of Climate,Daily States of the March–April East Pacific ITCZ in Three Decades of High-Resolution Satellite Data,article,29,2016,"Green, Submitted"
10.3390/cli4020019,2,jour.1358817,Climate,Ensemble Forecasts: Probabilistic Seasonal Forecasts Based on a Model Ensemble,article,4,2016,Pure Gold
10.1371/journal.pone.0150633,3,jour.1037553,PLoS ONE,Projections of Water Stress Based on an Ensemble of Socioeconomic Growth and Climate Change Scenarios: A Case Study in Asia,article,11,2016,Pure Gold
10.1002/joc.4476,4,jour.1052080,International Journal of Climatology,"Comparing global precipitation data sets in eastern Africa: a case study of Kilombero Valley, Tanzania",article,36,2016,Hybrid
10.1073/pnas.1516271113,13,jour.1082971,Proceedings of the National Academy of Sciences,Galápagos hydroclimate of the Common Era from paired microalgal and mangrove biomarker 2H/1H values,article,113,2016,Bronze
10.1371/journal.pone.0152577,3,jour.1037553,PLoS ONE,Management Strategy Evaluation Applied to Coral Reef Ecosystems in Support of Ecosystem-Based Management,article,11,2016,Pure Gold
10.3390/rs8040286,4,jour.1049580,Remote Sensing,Remote Sensing of the North American Laurentian Great Lakes’ Surface Temperature,article,8,2016,Pure Gold
10.1002/2015gl067327,6,jour.1126650,Geophysical Research Letters,Do MODIS‐defined dust sources have a geomorphological signature?,article,43,2016,Bronze
10.1002/2016gl067887,6,jour.1126650,Geophysical Research Letters,"Santa Ana Winds of Southern California: Their climatology, extremes, and behavior spanning six and a half decades",article,43,2016,Bronze
10.1002/2016gl068059,6,jour.1126650,Geophysical Research Letters,Suppressed midlatitude summer atmospheric warming by Arctic sea ice loss during 1979–2012,article,43,2016,Bronze
10.1002/2016gl068273,6,jour.1126650,Geophysical Research Letters,Coupled ocean‐atmosphere loss of marine refractory dissolved organic carbon,article,43,2016,Bronze
10.1002/2016gl067972,6,jour.1126650,Geophysical Research Letters,Observational constraints on the efficiency of dehydration mechanisms in the tropical tropopause layer,article,43,2016,Bronze
10.1002/2016gl068136,6,jour.1126650,Geophysical Research Letters,Polar cap patches and the tongue of ionization: A survey of GPS TEC maps from 2009 to 2015,article,43,2016,Bronze
10.1002/2015jd024412,6,jour.1126745,Journal of Geophysical Research Atmospheres,Evaluation of landfalling atmospheric rivers along the U.S. West Coast in reanalysis data sets,article,121,2016,Bronze
10.1002/2015jd023961,6,jour.1126745,Journal of Geophysical Research Atmospheres,The upward branch of the Brewer‐Dobson circulation quantified by tropical stratospheric water vapor and carbon monoxide measurements from the Aura Microwave Limb Sounder,article,121,2016,Bronze
10.3390/geosciences6020017,2,jour.1320082,Geosciences,A Review of Advances in the Identification and Characterization of Groundwater Dependent Ecosystems Using Geospatial Technologies,article,6,2016,Pure Gold
10.3390/rs8040280,4,jour.1049580,Remote Sensing,Algorithm Development of Temperature and Humidity Profile Retrievals for Long-Term HIRS Observations,article,8,2016,Pure Gold
10.1073/pnas.1525636113,12,jour.1082971,Proceedings of the National Academy of Sciences,Discovery of a spawning ground reveals diverse migration strategies in Atlantic bluefin tuna (Thunnus thynnus),article,113,2016,Bronze
10.3390/rs8030263,3,jour.1049580,Remote Sensing,A 30+ Year AVHRR LAI and FAPAR Climate Data Record: Algorithm Description and Validation,article,8,2016,Pure Gold
10.3389/fmars.2016.00029,,jour.1050424,Frontiers in Marine Science,Spatial and Temporal Variability and Long-Term Trends in Skew Surges Globally,article,3,2016,Pure Gold
10.1002/2016gl067810,5,jour.1126650,Geophysical Research Letters,Daytime midlatitude plasma depletions observed by Swarm: Topside signatures of the rocket exhaust,article,43,2016,Bronze
10.1002/2015gl067308,5,jour.1126650,Geophysical Research Letters,Frequency of marine heatwaves in the North Atlantic and North Pacific since 1950,article,43,2016,Hybrid
10.1002/2015jd023840,5,jour.1126745,Journal of Geophysical Research Atmospheres,"Meteorological factors contributing to the interannual variability of midsummer surface ozone in Colorado, Utah, and other western U.S. states",article,121,2016,Bronze
10.1002/2015gl067416,5,jour.1126650,Geophysical Research Letters,Reducing the uncertainty in subtropical cloud feedback,article,43,2016,Bronze
10.1002/2015jd024290,5,jour.1126745,Journal of Geophysical Research Atmospheres,"Global volcanic aerosol properties derived from emissions, 1990–2014, using CESM1(WACCM)",article,121,2016,"Green, Published"
10.1002/2015gl067574,5,jour.1126650,Geophysical Research Letters,Projected intensification of subseasonal temperature variability and heat waves in the Great Plains,article,43,2016,Bronze
10.1002/2015gl067334,5,jour.1126650,Geophysical Research Letters,What drives interannual variability of hypoxia in Chesapeake Bay: Climate forcing versus nutrient loading?,article,43,2016,Bronze
10.1002/2015jd023929,5,jour.1126745,Journal of Geophysical Research Atmospheres,Spatiotemporal drought variability in the Mediterranean over the last 900 years,article,121,2016,Bronze
10.1002/2015jd024316,5,jour.1126745,Journal of Geophysical Research Atmospheres,"The influence of winter cloud on summer sea ice in the Arctic, 1983–2013",article,121,2016,Bronze
10.1002/2016gl067770,5,jour.1126650,Geophysical Research Letters,Rain‐aerosol relationships influenced by wind speed,article,43,2016,Bronze
10.3390/w8030101,3,jour.1048809,Water,"Decline of the Maurepas Swamp, Pontchartrain Basin, Louisiana, and Approaches to Restoration",article,8,2016,Pure Gold
10.1073/pnas.1517056113,11,jour.1082971,Proceedings of the National Academy of Sciences,Temperature-driven global sea-level variability in the Common Era,article,113,2016,Bronze
10.1073/pnas.1519080113,11,jour.1082971,Proceedings of the National Academy of Sciences,Anthropogenic climate change drives shift and shuffle in North Atlantic phytoplankton communities,article,113,2016,Bronze
10.5194/acp-16-3041-2016,5,jour.1033685,Atmospheric Chemistry and Physics,Simulating secondary organic aerosol in a regional air quality model using the statistical oxidation model – Part 2: Assessing the influence of vapor wall losses,article,16,2016,Pure Gold
10.3897/zookeys.571.7440,571,jour.1041131,ZooKeys,"A new species of Apolochus (Crustacea, Amphipoda, Gammaridea, Amphilochidae) in Maryland coastal bays, USA with notes on its abundance and distribution",article,571,2016,Bronze
10.1098/rstb.2015.0215,1689,jour.1032123,Philosophical Transactions of the Royal Society B Biological Sciences,Managing marine mollusc diseases in the context of regional and international commerce: policy issues and emerging concerns,article,371,2016,Bronze
10.1098/rstb.2015.0364,1689,jour.1032123,Philosophical Transactions of the Royal Society B Biological Sciences,Managing marine disease emergencies in an era of rapid change,article,371,2016,Bronze
10.1098/rstb.2015.0209,1689,jour.1032123,Philosophical Transactions of the Royal Society B Biological Sciences,Vibrio bacteria in raw oysters: managing risks to human health,article,371,2016,"Green, Published"
10.1098/rstb.2015.0212,1689,jour.1032123,Philosophical Transactions of the Royal Society B Biological Sciences,Ochre star mortality during the 2014 wasting disease epizootic: role of population size structure and temperature,article,371,2016,Hybrid
10.1098/rstb.2015.0208,1689,jour.1032123,Philosophical Transactions of the Royal Society B Biological Sciences,"Improving marine disease surveillance through sea temperature monitoring, outlooks and projections",article,371,2016,Hybrid
10.7287/peerj.preprints.1167v3,,jour.1053424,PeerJ Preprints,"Genetic structure of the Crown-of-Thorns seastar in the Pacific Ocean, with focus on Guam",preprint,4,2016,"Green, Published"
10.3109/07388551.2014.961402,2,jour.1095455,Critical Reviews in Biotechnology,"Effects of bacterial communities on biofuel-producing microalgae: stimulation, inhibition and harvesting",article,36,2016,"Green, Submitted"
10.1371/journal.pone.0148975,3,jour.1037553,PLoS ONE,Use of a Florida Gulf Coast Barrier Island by Spring Trans-Gulf Migrants and the Projected Effects of Sea Level Rise on Habitat Availability,article,11,2016,Pure Gold
10.1093/icesjms/fsw005,4,jour.1037530,ICES Journal of Marine Science,Juvenile northern rock sole (Lepidopsetta polyxystra) spatial distribution and abundance patterns in the eastern Bering Sea: spatially dependent production linked to temperature,article,73,2016,Bronze
10.1093/icesjms/fsv251,3,jour.1037530,ICES Journal of Marine Science,"Effects of high pCO2 on Tanner crab reproduction and early life history, Part II: carryover effects on larvae from oogenesis and embryogenesis are stronger than direct effects",article,73,2016,Bronze
10.1093/icesjms/fsv235,3,jour.1037530,ICES Journal of Marine Science,Impact of high pCO2 and warmer temperatures on the process of silica biomineralization in the sponge Mycale grandis,article,73,2016,Hybrid
10.1093/icesjms/fsv050,3,jour.1037530,ICES Journal of Marine Science,Effects of elevated CO2 levels on eggs and larvae of a North Pacific flatfish,article,73,2016,Bronze
10.1525/abt.2016.78.3.226,3,jour.1006657,The American Biology Teacher,Do You See What I See? Using Ethograms to Observe Animal Behavior,article,78,2016,"Green, Submitted"
10.3390/rs8030203,3,jour.1049580,Remote Sensing,"Preliminary Inter-Comparison between AHI, VIIRS and MODIS Clear-Sky Ocean Radiances for Accurate SST Retrievals",article,8,2016,Pure Gold
10.1093/icesjms/fsv201,3,jour.1037530,ICES Journal of Marine Science,"Effects of high pCO2 on Tanner crab reproduction and early life history—Part I: long-term exposure reduces hatching success and female calcification, and alters embryonic development",article,73,2016,Bronze
10.1093/icesjms/fsu231,3,jour.1037530,ICES Journal of Marine Science,Interpretation and design of ocean acidification experiments in upwelling systems in the context of carbonate chemistry co-variation with temperature and oxygen,article,73,2016,Bronze
10.1093/icesjms/fsv205,3,jour.1037530,ICES Journal of Marine Science,Effects of long-term exposure to ocean acidification conditions on future southern Tanner crab (Chionoecetes bairdi) fisheries management,article,73,2016,Bronze
10.1093/icesjms/fsv168,3,jour.1037530,ICES Journal of Marine Science,Variable responses of temperate calcified and fleshy macroalgae to elevated pCO2 and warming,article,73,2016,Bronze
10.5194/tc-10-465-2016,1,jour.1138823,The Cryosphere,The importance of a surface organic layer in simulating permafrost thermal and carbon dynamics,article,10,2016,Pure Gold
10.1093/icesjms/fsv159,3,jour.1037530,ICES Journal of Marine Science,Micro-CT analysis of the Caribbean octocoral Eunicea flexuosa subjected to elevated pCO2,article,73,2016,Bronze
10.1016/j.cliser.2016.02.002,,jour.1156809,Climate Services,From principles to action: Applying the National Research Council's principles for effective decision support to the Federal Emergency Management Agency's watch office,article,1,2016,Pure Gold
10.1016/j.ecoenv.2015.11.021,,jour.1087976,Ecotoxicology and Environmental Safety,"Electro-kinetic remediation coupled with phytoremediation to remove lead, arsenic and cesium from contaminated paddy soil",article,125,2016,"Green, Accepted"
10.1002/wcc.373,2,jour.1044318,Wiley Interdisciplinary Reviews Climate Change,Tropical cyclones in climate models,article,7,2016,Bronze
10.1007/s00338-015-1363-2,1,jour.1032651,Coral Reefs,Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill,article,35,2016,Hybrid
10.1016/j.neuro.2016.02.006,,jour.1089662,NeuroToxicology,Associations between prenatal mercury exposure and early child development in the ALSPAC study,article,53,2016,Hybrid
10.1016/j.ejrh.2015.12.061,Global Planet Change 2012,jour.1143319,Journal of Hydrology Regional Studies,Comparing trends in hydrometeorological average and extreme data sets around the world at different time scales,article,5,2016,Pure Gold
